"row"	"position"	"week"	"transect"	"cluster"	"newCluster"
"1"	"30"	3	30	"control"	"1"	"1"
"2"	"30"	6	30	"control"	"3"	"2"
"3"	"30"	7	30	"control"	"3"	"2"
"4"	"30"	4	30	"control"	"1"	"1"
"5"	"30"	8	30	"control"	"2"	"3"
"6"	"30"	5	30	"control"	"3"	"2"
"7"	"30"	8	30	"control"	"2"	"3"
"8"	"30"	9	30	"control"	"2"	"3"
"9"	"30"	8	30	"control"	"2"	"3"
"10"	"30"	9	30	"control"	"2"	"3"
"11"	"30"	6	30	"control"	"3"	"2"
