"row"	"position"	"week"	"transect"	"cluster"	"newCluster"
"1"	"29"	6	29	"control"	"3"	"2"
"2"	"29"	8	29	"control"	"3"	"2"
"3"	"29"	6	29	"control"	"3"	"2"
"4"	"29"	8	29	"control"	"3"	"2"
"5"	"29"	10	29	"control"	"2"	"3"
"6"	"29"	5	29	"control"	"1"	"1"
"7"	"29"	10	29	"control"	"2"	"3"
"8"	"29"	3	29	"control"	"1"	"1"
"9"	"29"	10	29	"control"	"2"	"3"
